flight_key,flight_id,airline_key,airline,route_key,date_key,source,destination,route,departure_datetime,arrival_datetime,departure_date,departure_hour,arrival_date,arrival_hour,flight_duration_minutes,flight_duration_hours,is_overnight,duration_anomaly
421,UK023,4,Vistara,20,20260419,DEL,MAA,DEL → MAA,2026-04-19 14:15:41.701,2026-04-19 19:03:41.701,2026-04-19,14,2026-04-19,19,288.0,4.8,0,0
422,SJ107,3,SpiceJet,10,20260419,BOM,MAA,BOM → MAA,2026-04-19 14:10:41.702,2026-04-19 18:38:41.702,2026-04-19,14,2026-04-19,18,268.0,4.466666666666667,0,0
423,AI073,1,Air India,6,20260419,BOM,BLR,BOM → BLR,2026-04-19 14:08:41.702,2026-04-19 16:10:41.702,2026-04-19,14,2026-04-19,16,122.0,2.033333333333333,0,0
424,SJ187,3,SpiceJet,26,20260419,MAA,BLR,MAA → BLR,2026-04-19 14:07:41.703,2026-04-19 17:30:41.703,2026-04-19,14,2026-04-19,17,203.0,3.3833333333333333,0,0
425,UK058,4,Vistara,27,20260419,MAA,BOM,MAA → BOM,2026-04-19 13:46:41.701,2026-04-19 17:04:41.701,2026-04-19,13,2026-04-19,17,198.0,3.3,0,0
426,SJ063,3,SpiceJet,27,20260419,MAA,BOM,MAA → BOM,2026-04-19 13:38:41.701,2026-04-19 15:23:41.701,2026-04-19,13,2026-04-19,15,105.0,1.75,0,0
427,SJ062,3,SpiceJet,4,20260419,BLR,HYD,BLR → HYD,2026-04-19 13:37:41.701,2026-04-19 17:06:41.701,2026-04-19,13,2026-04-19,17,209.0,3.4833333333333334,0,0
428,UK048,4,Vistara,29,20260419,MAA,DEL,MAA → DEL,2026-04-19 13:36:41.701,2026-04-19 18:21:41.701,2026-04-19,13,2026-04-19,18,285.0,4.75,0,0
429,AI181,1,Air India,30,20260419,MAA,HYD,MAA → HYD,2026-04-19 13:29:41.703,2026-04-19 16:55:41.703,2026-04-19,13,2026-04-19,16,206.0,3.433333333333333,0,0
430,AI003,1,Air India,4,20260419,BLR,HYD,BLR → HYD,2026-04-19 13:27:41.701,2026-04-19 16:55:41.701,2026-04-19,13,2026-04-19,16,208.0,3.466666666666667,0,0
431,6E041,2,IndiGo,27,20260419,MAA,BOM,MAA → BOM,2026-04-19 13:19:41.701,2026-04-19 16:48:41.701,2026-04-19,13,2026-04-19,16,209.0,3.4833333333333334,0,0
432,6E175,2,IndiGo,28,20260419,MAA,CCU,MAA → CCU,2026-04-19 13:18:41.703,2026-04-19 15:13:41.703,2026-04-19,13,2026-04-19,15,115.0,1.9166666666666667,0,0
433,6E013,2,IndiGo,7,20260419,BOM,CCU,BOM → CCU,2026-04-19 13:15:41.701,2026-04-19 18:05:41.701,2026-04-19,13,2026-04-19,18,290.0,4.833333333333333,0,0
434,SJ040,3,SpiceJet,7,20260419,BOM,CCU,BOM → CCU,2026-04-19 13:12:41.701,2026-04-19 16:44:41.701,2026-04-19,13,2026-04-19,16,212.0,3.533333333333333,0,0
435,SJ016,3,SpiceJet,23,20260419,HYD,CCU,HYD → CCU,2026-04-19 13:01:41.701,2026-04-19 16:26:41.701,2026-04-19,13,2026-04-19,16,205.0,3.4166666666666665,0,0
436,6E135,2,IndiGo,30,20260419,MAA,HYD,MAA → HYD,2026-04-19 12:59:41.702,2026-04-19 13:45:41.702,2026-04-19,12,2026-04-19,13,46.0,0.7666666666666667,0,0
437,6E150,2,IndiGo,25,20260419,HYD,MAA,HYD → MAA,2026-04-19 12:55:41.703,2026-04-19 16:53:41.703,2026-04-19,12,2026-04-19,16,238.0,3.966666666666667,0,0
438,AI083,1,Air India,17,20260419,DEL,BOM,DEL → BOM,2026-04-19 12:54:41.702,2026-04-19 13:37:41.702,2026-04-19,12,2026-04-19,13,43.0,0.7166666666666667,0,0
439,SJ166,3,SpiceJet,14,20260419,CCU,HYD,CCU → HYD,2026-04-19 12:51:41.703,2026-04-19 16:18:41.703,2026-04-19,12,2026-04-19,16,207.0,3.45,0,0
440,SJ027,3,SpiceJet,10,20260419,BOM,MAA,BOM → MAA,2026-04-19 12:50:41.701,2026-04-19 17:13:41.701,2026-04-19,12,2026-04-19,17,263.0,4.383333333333334,0,0
441,6E134,2,IndiGo,5,20260419,BLR,MAA,BLR → MAA,2026-04-19 12:47:41.702,2026-04-19 14:06:41.702,2026-04-19,12,2026-04-19,14,79.0,1.3166666666666667,0,0
442,UK225,4,Vistara,26,20260419,MAA,BLR,MAA → BLR,2026-04-19 12:46:41.704,2026-04-19 15:02:41.704,2026-04-19,12,2026-04-19,15,136.0,2.2666666666666666,0,0
443,SJ175,3,SpiceJet,26,20260419,MAA,BLR,MAA → BLR,2026-04-19 12:46:41.703,2026-04-19 16:50:41.703,2026-04-19,12,2026-04-19,16,244.0,4.066666666666666,0,0
444,AI182,1,Air India,24,20260419,HYD,DEL,HYD → DEL,2026-04-19 12:41:41.703,2026-04-19 17:14:41.703,2026-04-19,12,2026-04-19,17,273.0,4.55,0,0
445,AI190,1,Air India,7,20260419,BOM,CCU,BOM → CCU,2026-04-19 12:38:41.703,2026-04-19 15:56:41.703,2026-04-19,12,2026-04-19,15,198.0,3.3,0,0
446,AI120,1,Air India,28,20260419,MAA,CCU,MAA → CCU,2026-04-19 12:12:41.702,2026-04-19 14:18:41.702,2026-04-19,12,2026-04-19,14,126.0,2.1,0,0
447,6E132,2,IndiGo,27,20260419,MAA,BOM,MAA → BOM,2026-04-19 12:00:41.702,2026-04-19 13:00:42.000,2026-04-19,12,2026-04-19,13,60.00496666666666,1.0000827777777777,0,0
448,UK102,4,Vistara,23,20260419,HYD,CCU,HYD → CCU,2026-04-19 11:58:41.702,2026-04-19 14:01:41.702,2026-04-19,11,2026-04-19,14,123.0,2.05,0,0
449,AI045,1,Air India,25,20260419,HYD,MAA,HYD → MAA,2026-04-19 11:58:41.701,2026-04-19 14:37:41.701,2026-04-19,11,2026-04-19,14,159.0,2.65,0,0
450,UK136,4,Vistara,23,20260419,HYD,CCU,HYD → CCU,2026-04-19 11:43:41.703,2026-04-19 15:26:41.703,2026-04-19,11,2026-04-19,15,223.0,3.716666666666667,0,0
451,SJ238,3,SpiceJet,26,20260419,MAA,BLR,MAA → BLR,2026-04-19 11:41:41.704,2026-04-19 15:39:41.704,2026-04-19,11,2026-04-19,15,238.0,3.966666666666667,0,0
452,AI193,1,Air India,30,20260419,MAA,HYD,MAA → HYD,2026-04-19 11:33:41.703,2026-04-19 16:07:41.703,2026-04-19,11,2026-04-19,16,274.0,4.566666666666666,0,0
453,6E001,2,IndiGo,22,20260419,HYD,BOM,HYD → BOM,2026-04-19 11:33:41.700,2026-04-19 13:08:41.700,2026-04-19,11,2026-04-19,13,95.0,1.5833333333333333,0,0
454,6E211,2,IndiGo,26,20260419,MAA,BLR,MAA → BLR,2026-04-19 11:29:41.703,2026-04-19 16:20:41.703,2026-04-19,11,2026-04-19,16,291.0,4.85,0,0
455,SJ199,3,SpiceJet,22,20260419,HYD,BOM,HYD → BOM,2026-04-19 11:29:41.703,2026-04-19 13:59:41.703,2026-04-19,11,2026-04-19,13,150.0,2.5,0,0
456,SJ050,3,SpiceJet,23,20260419,HYD,CCU,HYD → CCU,2026-04-19 11:24:41.701,2026-04-19 12:03:41.701,2026-04-19,11,2026-04-19,12,39.0,0.65,0,0
457,UK115,4,Vistara,1,20260419,BLR,BOM,BLR → BOM,2026-04-19 11:20:41.702,2026-04-19 13:20:42.000,2026-04-19,11,2026-04-19,13,120.00496666666666,2.0000827777777777,0,0
458,AI037,1,Air India,6,20260419,BOM,BLR,BOM → BLR,2026-04-19 11:14:41.701,2026-04-19 15:13:41.701,2026-04-19,11,2026-04-19,15,239.0,3.9833333333333334,0,0
459,6E235,2,IndiGo,25,20260419,HYD,MAA,HYD → MAA,2026-04-19 11:06:41.704,2026-04-19 13:51:41.704,2026-04-19,11,2026-04-19,13,165.0,2.75,0,0
460,UK111,4,Vistara,26,20260419,MAA,BLR,MAA → BLR,2026-04-19 11:06:41.702,2026-04-19 12:20:41.702,2026-04-19,11,2026-04-19,12,74.0,1.2333333333333334,0,0
461,6E005,2,IndiGo,10,20260419,BOM,MAA,BOM → MAA,2026-04-19 11:04:41.701,2026-04-19 15:27:41.701,2026-04-19,11,2026-04-19,15,263.0,4.383333333333334,0,0
462,AI198,1,Air India,15,20260419,CCU,MAA,CCU → MAA,2026-04-19 10:56:41.703,2026-04-19 14:19:41.703,2026-04-19,10,2026-04-19,14,203.0,3.3833333333333333,0,0
463,UK184,4,Vistara,30,20260419,MAA,HYD,MAA → HYD,2026-04-19 10:49:41.703,2026-04-19 13:00:41.703,2026-04-19,10,2026-04-19,13,131.0,2.183333333333333,0,0
464,6E219,2,IndiGo,29,20260419,MAA,DEL,MAA → DEL,2026-04-19 10:32:41.704,2026-04-19 14:37:41.704,2026-04-19,10,2026-04-19,14,245.0,4.083333333333333,0,0
465,UK066,4,Vistara,7,20260419,BOM,CCU,BOM → CCU,2026-04-19 10:29:41.701,2026-04-19 12:07:41.701,2026-04-19,10,2026-04-19,12,98.0,1.6333333333333333,0,0
466,6E220,2,IndiGo,22,20260419,HYD,BOM,HYD → BOM,2026-04-19 10:27:41.704,2026-04-19 11:25:41.704,2026-04-19,10,2026-04-19,11,58.0,0.9666666666666667,0,0
467,AI180,1,Air India,7,20260419,BOM,CCU,BOM → CCU,2026-04-19 10:19:41.703,2026-04-19 11:00:41.703,2026-04-19,10,2026-04-19,11,41.0,0.6833333333333333,0,0
468,6E098,2,IndiGo,5,20260419,BLR,MAA,BLR → MAA,2026-04-19 10:18:41.702,2026-04-19 12:49:41.702,2026-04-19,10,2026-04-19,12,151.0,2.5166666666666666,0,0
469,AI141,1,Air India,3,20260419,BLR,DEL,BLR → DEL,2026-04-19 10:16:41.702,2026-04-19 14:53:41.702,2026-04-19,10,2026-04-19,14,277.0,4.616666666666666,0,0
470,SJ170,3,SpiceJet,1,20260419,BLR,BOM,BLR → BOM,2026-04-19 10:11:41.703,2026-04-19 11:56:41.703,2026-04-19,10,2026-04-19,11,105.0,1.75,0,0
471,SJ178,3,SpiceJet,9,20260419,BOM,HYD,BOM → HYD,2026-04-19 09:58:41.703,2026-04-19 12:27:41.703,2026-04-19,9,2026-04-19,12,149.0,2.4833333333333334,0,0
472,6E172,2,IndiGo,6,20260419,BOM,BLR,BOM → BLR,2026-04-19 09:53:41.703,2026-04-19 14:46:41.703,2026-04-19,9,2026-04-19,14,293.0,4.883333333333334,0,0
473,UK220,4,Vistara,1,20260419,BLR,BOM,BLR → BOM,2026-04-19 09:51:41.704,2026-04-19 13:25:41.704,2026-04-19,9,2026-04-19,13,214.0,3.566666666666667,0,0
474,SJ148,3,SpiceJet,16,20260419,DEL,BLR,DEL → BLR,2026-04-19 09:51:41.702,2026-04-19 13:41:41.702,2026-04-19,9,2026-04-19,13,230.0,3.8333333333333335,0,0
475,UK065,4,Vistara,7,20260419,BOM,CCU,BOM → CCU,2026-04-19 09:38:41.701,2026-04-19 13:46:41.701,2026-04-19,9,2026-04-19,13,248.0,4.133333333333334,0,0
476,6E243,2,IndiGo,9,20260419,BOM,HYD,BOM → HYD,2026-04-19 09:37:41.704,2026-04-19 10:33:41.704,2026-04-19,9,2026-04-19,10,56.0,0.9333333333333333,0,0
477,SJ193,3,SpiceJet,13,20260419,CCU,DEL,CCU → DEL,2026-04-19 09:37:41.703,2026-04-19 12:16:41.703,2026-04-19,9,2026-04-19,12,159.0,2.65,0,0
478,UK056,4,Vistara,25,20260419,HYD,MAA,HYD → MAA,2026-04-19 09:29:41.701,2026-04-19 10:15:41.701,2026-04-19,9,2026-04-19,10,46.0,0.7666666666666667,0,0
479,AI219,1,Air India,3,20260419,BLR,DEL,BLR → DEL,2026-04-19 09:28:41.703,2026-04-19 11:27:41.703,2026-04-19,9,2026-04-19,11,119.0,1.9833333333333334,0,0
480,SJ073,3,SpiceJet,11,20260419,CCU,BLR,CCU → BLR,2026-04-19 09:26:41.701,2026-04-19 11:14:41.701,2026-04-19,9,2026-04-19,11,108.0,1.8,0,0
481,6E052,2,IndiGo,7,20260419,BOM,CCU,BOM → CCU,2026-04-19 09:13:41.701,2026-04-19 12:02:41.701,2026-04-19,9,2026-04-19,12,169.0,2.816666666666667,0,0
482,SJ201,3,SpiceJet,3,20260419,BLR,DEL,BLR → DEL,2026-04-19 09:10:41.703,2026-04-19 11:12:41.703,2026-04-19,9,2026-04-19,11,122.0,2.033333333333333,0,0
483,UK028,4,Vistara,25,20260419,HYD,MAA,HYD → MAA,2026-04-19 09:02:41.701,2026-04-19 10:37:41.701,2026-04-19,9,2026-04-19,10,95.0,1.5833333333333333,0,0
484,SJ119,3,SpiceJet,7,20260419,BOM,CCU,BOM → CCU,2026-04-19 08:53:41.702,2026-04-19 11:29:41.702,2026-04-19,8,2026-04-19,11,156.0,2.6,0,0
485,AI165,1,Air India,18,20260419,DEL,CCU,DEL → CCU,2026-04-19 08:51:41.703,2026-04-19 10:31:41.703,2026-04-19,8,2026-04-19,10,100.0,1.6666666666666667,0,0
486,AI255,1,Air India,28,20260419,MAA,CCU,MAA → CCU,2026-04-19 08:45:41.704,2026-04-19 13:12:41.704,2026-04-19,8,2026-04-19,13,267.0,4.45,0,0
487,AI202,1,Air India,21,20260419,HYD,BLR,HYD → BLR,2026-04-19 08:44:41.703,2026-04-19 10:53:41.703,2026-04-19,8,2026-04-19,10,129.0,2.15,0,0
488,SJ039,3,SpiceJet,27,20260419,MAA,BOM,MAA → BOM,2026-04-19 08:41:41.701,2026-04-19 12:08:41.701,2026-04-19,8,2026-04-19,12,207.0,3.45,0,0
489,SJ051,3,SpiceJet,6,20260419,BOM,BLR,BOM → BLR,2026-04-19 08:40:41.701,2026-04-19 12:18:41.701,2026-04-19,8,2026-04-19,12,218.0,3.6333333333333333,0,0
490,UK024,4,Vistara,26,20260419,MAA,BLR,MAA → BLR,2026-04-19 08:29:41.701,2026-04-19 13:29:41.701,2026-04-19,8,2026-04-19,13,300.0,5.0,0,0
491,SJ006,3,SpiceJet,21,20260419,HYD,BLR,HYD → BLR,2026-04-19 08:25:41.701,2026-04-19 08:57:41.701,2026-04-19,8,2026-04-19,8,32.0,0.5333333333333333,0,0
492,AI207,1,Air India,10,20260419,BOM,MAA,BOM → MAA,2026-04-19 08:24:41.703,2026-04-19 11:23:41.703,2026-04-19,8,2026-04-19,11,179.0,2.9833333333333334,0,0
493,SJ168,3,SpiceJet,12,20260419,CCU,BOM,CCU → BOM,2026-04-19 08:17:41.703,2026-04-19 12:29:41.703,2026-04-19,8,2026-04-19,12,252.0,4.2,0,0
494,AI028,1,Air India,22,20260419,HYD,BOM,HYD → BOM,2026-04-19 07:53:41.701,2026-04-19 08:35:41.701,2026-04-19,7,2026-04-19,8,42.0,0.7,0,0
495,6E094,2,IndiGo,1,20260419,BLR,BOM,BLR → BOM,2026-04-19 07:37:41.702,2026-04-19 09:06:41.702,2026-04-19,7,2026-04-19,9,89.0,1.4833333333333334,0,0
496,6E024,2,IndiGo,8,20260419,BOM,DEL,BOM → DEL,2026-04-19 07:31:41.701,2026-04-19 11:17:41.701,2026-04-19,7,2026-04-19,11,226.0,3.7666666666666666,0,0
497,6E061,2,IndiGo,27,20260419,MAA,BOM,MAA → BOM,2026-04-19 07:28:41.701,2026-04-19 08:09:41.701,2026-04-19,7,2026-04-19,8,41.0,0.6833333333333333,0,0
498,AI032,1,Air India,26,20260419,MAA,BLR,MAA → BLR,2026-04-19 07:26:41.701,2026-04-19 09:26:42.000,2026-04-19,7,2026-04-19,9,120.00498333333333,2.0000830555555553,0,0
499,UK163,4,Vistara,19,20260419,DEL,HYD,DEL → HYD,2026-04-19 07:22:41.703,2026-04-19 09:04:41.703,2026-04-19,7,2026-04-19,9,102.0,1.7,0,0
500,SJ067,3,SpiceJet,26,20260419,MAA,BLR,MAA → BLR,2026-04-19 07:17:41.701,2026-04-19 08:16:41.701,2026-04-19,7,2026-04-19,8,59.0,0.9833333333333333,0,0
501,SJ106,3,SpiceJet,13,20260419,CCU,DEL,CCU → DEL,2026-04-19 07:16:41.702,2026-04-19 09:40:41.702,2026-04-19,7,2026-04-19,9,144.0,2.4,0,0
502,AI086,1,Air India,14,20260419,CCU,HYD,CCU → HYD,2026-04-19 07:13:41.702,2026-04-19 10:09:41.702,2026-04-19,7,2026-04-19,10,176.0,2.933333333333333,0,0
503,6E263,2,IndiGo,19,20260419,DEL,HYD,DEL → HYD,2026-04-19 07:07:41.703,2026-04-19 08:30:41.703,2026-04-19,7,2026-04-19,8,83.0,1.3833333333333333,0,0
504,6E163,2,IndiGo,27,20260419,MAA,BOM,MAA → BOM,2026-04-19 06:49:41.703,2026-04-19 10:46:41.703,2026-04-19,6,2026-04-19,10,237.0,3.95,0,0
505,SJ064,3,SpiceJet,13,20260419,CCU,DEL,CCU → DEL,2026-04-19 06:29:41.701,2026-04-19 08:43:41.701,2026-04-19,6,2026-04-19,8,134.0,2.2333333333333334,0,0
506,UK118,4,Vistara,21,20260419,HYD,BLR,HYD → BLR,2026-04-19 06:22:41.702,2026-04-19 07:22:42.000,2026-04-19,6,2026-04-19,7,60.00496666666666,1.0000827777777777,0,0
507,UK022,4,Vistara,19,20260419,DEL,HYD,DEL → HYD,2026-04-19 06:22:41.701,2026-04-19 10:59:41.701,2026-04-19,6,2026-04-19,10,277.0,4.616666666666666,0,0
508,UK099,4,Vistara,10,20260419,BOM,MAA,BOM → MAA,2026-04-19 06:16:41.702,2026-04-19 10:24:41.702,2026-04-19,6,2026-04-19,10,248.0,4.133333333333334,0,0
509,6E212,2,IndiGo,2,20260419,BLR,CCU,BLR → CCU,2026-04-19 06:10:41.703,2026-04-19 10:52:41.703,2026-04-19,6,2026-04-19,10,282.0,4.7,0,0
510,AI023,1,Air India,21,20260419,HYD,BLR,HYD → BLR,2026-04-19 06:10:41.701,2026-04-19 09:35:41.701,2026-04-19,6,2026-04-19,9,205.0,3.4166666666666665,0,0
511,SJ245,3,SpiceJet,8,20260419,BOM,DEL,BOM → DEL,2026-04-19 06:07:41.704,2026-04-19 09:39:41.704,2026-04-19,6,2026-04-19,9,212.0,3.533333333333333,0,0
512,6E066,2,IndiGo,4,20260419,BLR,HYD,BLR → HYD,2026-04-19 06:07:41.701,2026-04-19 07:43:41.701,2026-04-19,6,2026-04-19,7,96.0,1.6,0,0
513,AI138,1,Air India,18,20260419,DEL,CCU,DEL → CCU,2026-04-19 05:50:41.702,2026-04-19 06:40:41.702,2026-04-19,5,2026-04-19,6,50.0,0.8333333333333334,0,0
514,SJ021,3,SpiceJet,21,20260419,HYD,BLR,HYD → BLR,2026-04-19 05:48:41.701,2026-04-19 09:46:41.701,2026-04-19,5,2026-04-19,9,238.0,3.966666666666667,0,0
515,SJ136,3,SpiceJet,21,20260419,HYD,BLR,HYD → BLR,2026-04-19 05:45:41.702,2026-04-19 08:04:41.702,2026-04-19,5,2026-04-19,8,139.0,2.316666666666667,0,0
516,AI148,1,Air India,25,20260419,HYD,MAA,HYD → MAA,2026-04-19 05:41:41.703,2026-04-19 08:32:41.703,2026-04-19,5,2026-04-19,8,171.0,2.85,0,0
517,SJ014,3,SpiceJet,9,20260419,BOM,HYD,BOM → HYD,2026-04-19 05:40:41.701,2026-04-19 06:39:41.701,2026-04-19,5,2026-04-19,6,59.0,0.9833333333333333,0,0
518,6E104,2,IndiGo,12,20260419,CCU,BOM,CCU → BOM,2026-04-19 05:39:41.702,2026-04-19 06:14:41.702,2026-04-19,5,2026-04-19,6,35.0,0.5833333333333334,0,0
519,SJ121,3,SpiceJet,13,20260419,CCU,DEL,CCU → DEL,2026-04-19 05:32:41.702,2026-04-19 06:47:41.702,2026-04-19,5,2026-04-19,6,75.0,1.25,0,0
520,UK174,4,Vistara,13,20260419,CCU,DEL,CCU → DEL,2026-04-19 05:27:41.703,2026-04-19 07:47:41.703,2026-04-19,5,2026-04-19,7,140.0,2.3333333333333335,0,0
521,AI033,1,Air India,28,20260419,MAA,CCU,MAA → CCU,2026-04-19 05:25:41.701,2026-04-19 10:21:41.701,2026-04-19,5,2026-04-19,10,296.0,4.933333333333334,0,0
522,SJ122,3,SpiceJet,12,20260419,CCU,BOM,CCU → BOM,2026-04-19 05:22:41.702,2026-04-19 10:09:41.702,2026-04-19,5,2026-04-19,10,287.0,4.783333333333333,0,0
523,UK095,4,Vistara,10,20260419,BOM,MAA,BOM → MAA,2026-04-19 05:22:41.702,2026-04-19 07:36:41.702,2026-04-19,5,2026-04-19,7,134.0,2.2333333333333334,0,0
524,SJ026,3,SpiceJet,15,20260419,CCU,MAA,CCU → MAA,2026-04-19 05:22:41.701,2026-04-19 09:40:41.701,2026-04-19,5,2026-04-19,9,258.0,4.3,0,0
525,6E221,2,IndiGo,29,20260419,MAA,DEL,MAA → DEL,2026-04-19 05:20:41.704,2026-04-19 08:52:41.704,2026-04-19,5,2026-04-19,8,212.0,3.533333333333333,0,0
526,SJ103,3,SpiceJet,26,20260419,MAA,BLR,MAA → BLR,2026-04-19 05:16:41.702,2026-04-19 08:56:41.702,2026-04-19,5,2026-04-19,8,220.0,3.6666666666666665,0,0
527,SJ011,3,SpiceJet,10,20260419,BOM,MAA,BOM → MAA,2026-04-19 05:14:41.701,2026-04-19 09:59:41.701,2026-04-19,5,2026-04-19,9,285.0,4.75,0,0
528,AI002,1,Air India,21,20260419,HYD,BLR,HYD → BLR,2026-04-19 05:12:41.700,2026-04-19 07:12:41.700,2026-04-19,5,2026-04-19,7,120.0,2.0,0,0
529,AI046,1,Air India,17,20260419,DEL,BOM,DEL → BOM,2026-04-19 05:09:41.701,2026-04-19 08:00:41.701,2026-04-19,5,2026-04-19,8,171.0,2.85,0,0
530,SJ053,3,SpiceJet,13,20260419,CCU,DEL,CCU → DEL,2026-04-19 05:00:41.701,2026-04-19 06:38:41.701,2026-04-19,5,2026-04-19,6,98.0,1.6333333333333333,0,0
531,AI236,1,Air India,17,20260419,DEL,BOM,DEL → BOM,2026-04-19 04:52:41.704,2026-04-19 09:11:41.704,2026-04-19,4,2026-04-19,9,259.0,4.316666666666666,0,0
532,AI254,1,Air India,14,20260419,CCU,HYD,CCU → HYD,2026-04-19 04:46:41.704,2026-04-19 08:06:41.704,2026-04-19,4,2026-04-19,8,200.0,3.3333333333333335,0,0
533,6E063,2,IndiGo,19,20260419,DEL,HYD,DEL → HYD,2026-04-19 04:42:41.701,2026-04-19 07:31:41.701,2026-04-19,4,2026-04-19,7,169.0,2.816666666666667,0,0
534,6E115,2,IndiGo,26,20260419,MAA,BLR,MAA → BLR,2026-04-19 04:41:41.702,2026-04-19 06:23:41.702,2026-04-19,4,2026-04-19,6,102.0,1.7,0,0
535,UK070,4,Vistara,8,20260419,BOM,DEL,BOM → DEL,2026-04-19 04:36:41.701,2026-04-19 06:49:41.701,2026-04-19,4,2026-04-19,6,133.0,2.216666666666667,0,0
536,SJ147,3,SpiceJet,2,20260419,BLR,CCU,BLR → CCU,2026-04-19 04:30:41.702,2026-04-19 08:52:41.702,2026-04-19,4,2026-04-19,8,262.0,4.366666666666666,0,0
537,UK201,4,Vistara,22,20260419,HYD,BOM,HYD → BOM,2026-04-19 04:29:41.703,2026-04-19 06:42:41.703,2026-04-19,4,2026-04-19,6,133.0,2.216666666666667,0,0
538,SJ234,3,SpiceJet,2,20260419,BLR,CCU,BLR → CCU,2026-04-19 04:20:41.704,2026-04-19 06:23:41.704,2026-04-19,4,2026-04-19,6,123.0,2.05,0,0
539,AI176,1,Air India,3,20260419,BLR,DEL,BLR → DEL,2026-04-19 04:20:41.703,2026-04-19 06:25:41.703,2026-04-19,4,2026-04-19,6,125.0,2.0833333333333335,0,0
540,SJ045,3,SpiceJet,20,20260419,DEL,MAA,DEL → MAA,2026-04-19 04:16:41.701,2026-04-19 09:03:41.701,2026-04-19,4,2026-04-19,9,287.0,4.783333333333333,0,0
541,SJ174,3,SpiceJet,13,20260419,CCU,DEL,CCU → DEL,2026-04-19 04:09:41.703,2026-04-19 05:04:41.703,2026-04-19,4,2026-04-19,5,55.0,0.9166666666666666,0,0
542,AI007,1,Air India,29,20260419,MAA,DEL,MAA → DEL,2026-04-19 04:01:41.701,2026-04-19 06:01:42.000,2026-04-19,4,2026-04-19,6,120.00498333333333,2.0000830555555553,0,0
543,AI143,1,Air India,13,20260419,CCU,DEL,CCU → DEL,2026-04-19 03:58:41.702,2026-04-19 04:36:41.702,2026-04-19,3,2026-04-19,4,38.0,0.6333333333333333,0,0
544,SJ241,3,SpiceJet,19,20260419,DEL,HYD,DEL → HYD,2026-04-19 03:57:41.704,2026-04-19 06:36:41.704,2026-04-19,3,2026-04-19,6,159.0,2.65,0,0
545,AI020,1,Air India,6,20260419,BOM,BLR,BOM → BLR,2026-04-19 03:53:41.701,2026-04-19 06:21:41.701,2026-04-19,3,2026-04-19,6,148.0,2.466666666666667,0,0
546,UK031,4,Vistara,13,20260419,CCU,DEL,CCU → DEL,2026-04-19 03:45:41.701,2026-04-19 07:20:41.701,2026-04-19,3,2026-04-19,7,215.0,3.5833333333333335,0,0
547,AI013,1,Air India,21,20260419,HYD,BLR,HYD → BLR,2026-04-19 03:41:41.701,2026-04-19 04:58:41.701,2026-04-19,3,2026-04-19,4,77.0,1.2833333333333334,0,0
548,AI249,1,Air India,4,20260419,BLR,HYD,BLR → HYD,2026-04-19 03:38:41.704,2026-04-19 06:27:41.704,2026-04-19,3,2026-04-19,6,169.0,2.816666666666667,0,0
549,UK046,4,Vistara,13,20260419,CCU,DEL,CCU → DEL,2026-04-19 03:37:41.701,2026-04-19 06:05:41.701,2026-04-19,3,2026-04-19,6,148.0,2.466666666666667,0,0
550,UK168,4,Vistara,2,20260419,BLR,CCU,BLR → CCU,2026-04-19 03:20:41.703,2026-04-19 04:09:41.703,2026-04-19,3,2026-04-19,4,49.0,0.8166666666666667,0,0
551,AI022,1,Air India,10,20260419,BOM,MAA,BOM → MAA,2026-04-19 03:15:41.701,2026-04-19 05:10:41.701,2026-04-19,3,2026-04-19,5,115.0,1.9166666666666667,0,0
552,UK218,4,Vistara,26,20260419,MAA,BLR,MAA → BLR,2026-04-19 03:12:41.704,2026-04-19 07:22:41.704,2026-04-19,3,2026-04-19,7,250.0,4.166666666666667,0,0
553,UK142,4,Vistara,3,20260419,BLR,DEL,BLR → DEL,2026-04-19 03:03:41.703,2026-04-19 07:13:41.703,2026-04-19,3,2026-04-19,7,250.0,4.166666666666667,0,0
554,6E067,2,IndiGo,26,20260419,MAA,BLR,MAA → BLR,2026-04-19 02:59:41.701,2026-04-19 06:02:41.701,2026-04-19,2,2026-04-19,6,183.0,3.05,0,0
555,SJ217,3,SpiceJet,7,20260419,BOM,CCU,BOM → CCU,2026-04-19 02:57:41.703,2026-04-19 06:04:41.703,2026-04-19,2,2026-04-19,6,187.0,3.1166666666666667,0,0
556,SJ143,3,SpiceJet,17,20260419,DEL,BOM,DEL → BOM,2026-04-19 02:55:41.702,2026-04-19 03:52:41.702,2026-04-19,2,2026-04-19,3,57.0,0.95,0,0
557,AI243,1,Air India,1,20260419,BLR,BOM,BLR → BOM,2026-04-19 02:50:41.704,2026-04-19 05:09:41.704,2026-04-19,2,2026-04-19,5,139.0,2.316666666666667,0,0
558,SJ246,3,SpiceJet,8,20260419,BOM,DEL,BOM → DEL,2026-04-19 02:47:41.704,2026-04-19 03:47:42.000,2026-04-19,2,2026-04-19,3,60.004933333333334,1.0000822222222223,0,0
559,6E170,2,IndiGo,24,20260419,HYD,DEL,HYD → DEL,2026-04-19 02:44:41.703,2026-04-19 04:14:41.703,2026-04-19,2,2026-04-19,4,90.0,1.5,0,0
